id,timestamp,amount,currency,type,src,dst,component_id,is_fraud,anomaly_type,incident_id
tx-7b6abf4d12,2026-07-20T00:22:14Z,200.01,USD,inter_account,ACC-1187,ACC-6673,payment-service,False,,
tx-f42c858eaf,2026-07-20T00:25:51Z,692.78,USD,inter_account,ACC-6673,EXT-US-883,order-service,False,,
tx-3de1e3635e,2026-07-20T00:29:55Z,533.47,USD,ach_payment,ACC-6673,ACC-4480,payment-gateway,False,,
tx-35fe4c6ff5,2026-07-20T00:34:03Z,164.93,USD,ach_payment,ACC-1187,MERCH-STRIPE,payment-service,False,,
tx-1c7de9e701,2026-07-20T00:37:01Z,453.76,USD,ach_payment,ACC-2291,EXT-EU-291,payment-gateway,False,,
tx-d995423dc4,2026-07-20T00:41:08Z,779.85,USD,crypto_withdrawal,ACC-2291,MERCH-STRIPE,payment-gateway,False,,
tx-e31188da85,2026-07-20T00:43:42Z,865.78,USD,ach_payment,ACC-9902,ACC-1187,order-service,False,,
tx-f209af1d4b,2026-07-20T00:45:14Z,701.12,USD,p2p_transfer,ACC-9902,EXT-EU-291,order-service,False,,
tx-545fae2dcf,2026-07-20T00:48:56Z,802.52,USD,ach_payment,ACC-3354,ACC-4480,order-service,False,,
tx-d2addd354c,2026-07-20T00:51:40Z,5525.45,USD,crypto_withdrawal,ACC-5512,EXT-LATAM-16,payment-service,True,fraud,
tx-ca692cc5dc,2026-07-20T00:53:27Z,342.44,USD,p2p_transfer,ACC-5512,ACC-2291,order-service,False,,
tx-fdd26a8f95,2026-07-20T00:57:31Z,587.83,USD,wire_transfer,ACC-0042,ACC-1187,payment-service,False,,
tx-645d59ef7e,2026-07-20T00:59:55Z,337.19,USD,card_charge,ACC-7701,EXT-LATAM-16,payment-service,False,,
tx-11f73721b6,2026-07-20T01:01:30Z,212.22,USD,wire_transfer,ACC-9902,MERCH-SHOPIFY,payment-service,False,,
tx-cfdeeda303,2026-07-20T01:04:53Z,660.24,USD,card_charge,ACC-9902,EXT-EU-291,payment-gateway,False,,
tx-b444f7ed9d,2026-07-20T01:08:11Z,215.57,USD,card_charge,ACC-7701,ACC-5512,payment-service,False,,
tx-9924609d23,2026-07-20T01:12:30Z,755.8,USD,card_charge,ACC-0042,ACC-7701,order-service,False,,
tx-dbb0b8d7ab,2026-07-20T01:16:04Z,1265.39,USD,inter_account,ACC-8834,MERCH-PAYPAL,payment-gateway,False,,
tx-a5890455a7,2026-07-20T01:18:53Z,536.61,USD,inter_account,ACC-4480,MERCH-PAYPAL,order-service,False,,
tx-6317964f7d,2026-07-20T01:21:48Z,1443.49,USD,refund,ACC-6673,MERCH-PAYPAL,payment-gateway,False,,
tx-dac4e3471d,2026-07-20T01:25:53Z,168.54,USD,inter_account,ACC-1187,ACC-6673,order-service,False,,
tx-f1ba00cbb9,2026-07-20T01:28:02Z,742.08,USD,p2p_transfer,ACC-6673,ACC-5512,order-service,False,,
tx-3aff1be36f,2026-07-20T01:31:27Z,700.51,USD,wire_transfer,ACC-4480,ACC-8834,payment-service,False,,
tx-d6f49ce918,2026-07-20T01:35:24Z,976.75,USD,refund,ACC-6673,MERCH-AMZN,order-service,False,,
tx-97b246bf4e,2026-07-20T01:39:05Z,555.47,USD,crypto_withdrawal,ACC-0042,ACC-6673,order-service,False,,
tx-77307c873a,2026-07-20T01:41:30Z,174.73,USD,refund,ACC-5512,ACC-1187,order-service,False,,
tx-99162bd1b0,2026-07-20T01:44:23Z,850.76,USD,crypto_withdrawal,ACC-3354,MERCH-SHOPIFY,payment-gateway,False,,
tx-ebd0dd2b3b,2026-07-20T01:48:42Z,482.92,USD,ach_payment,ACC-0042,MERCH-STRIPE,payment-service,False,,
tx-570e1d1ecc,2026-07-20T01:51:39Z,937.14,USD,refund,ACC-0042,ACC-1187,payment-service,False,,
tx-617a5d65bb,2026-07-20T01:55:53Z,153.33,USD,p2p_transfer,ACC-5512,ACC-1187,order-service,False,,
tx-fc88f22404,2026-07-20T01:58:11Z,187.52,USD,ach_payment,ACC-1187,ACC-0042,payment-service,False,,
tx-28a4286eea,2026-07-20T02:01:05Z,452.44,USD,crypto_withdrawal,ACC-3354,ACC-9902,payment-service,False,,
tx-13d251ed11,2026-07-20T02:04:56Z,199.83,USD,refund,ACC-1187,MERCH-PAYPAL,payment-service,False,,
tx-2cee9d7fc5,2026-07-20T02:07:09Z,25.76,USD,refund,ACC-7701,MERCH-PAYPAL,payment-gateway,False,,
tx-ba2bff8fe6,2026-07-20T02:10:05Z,947.37,USD,ach_payment,ACC-8834,EXT-US-883,payment-gateway,False,,
tx-98d16fef51,2026-07-20T02:11:51Z,189.56,USD,ach_payment,ACC-5512,ACC-8834,payment-service,False,,
tx-dddda4a184,2026-07-20T02:15:44Z,491.03,USD,card_charge,ACC-6673,ACC-8834,payment-service,False,,
tx-6bb55a4666,2026-07-20T02:19:08Z,454.49,USD,inter_account,ACC-2291,ACC-8834,payment-gateway,False,,
tx-a3245a7755,2026-07-20T02:21:43Z,861.82,USD,ach_payment,ACC-8834,ACC-5512,payment-gateway,False,,
tx-26f61c5752,2026-07-20T02:23:43Z,1413.03,USD,refund,ACC-6673,EXT-EU-291,order-service,False,,
tx-a9427c8736,2026-07-20T02:25:37Z,841.59,USD,wire_transfer,ACC-4480,ACC-7701,payment-gateway,False,,
tx-5fc7cfe7df,2026-07-20T02:29:04Z,249.03,USD,inter_account,ACC-2291,ACC-5512,payment-gateway,False,,
tx-2d4f9cc1c1,2026-07-20T02:31:11Z,529.74,USD,card_charge,ACC-4480,ACC-5512,payment-service,False,,
tx-ce912cc721,2026-07-20T02:34:46Z,23430.65,USD,crypto_withdrawal,ACC-9902,MERCH-SHOPIFY,order-service,True,fraud,
tx-02cdccedec,2026-07-20T02:37:42Z,645.51,USD,crypto_withdrawal,ACC-2291,ACC-1187,payment-gateway,False,,
tx-fff9ac7199,2026-07-20T02:39:16Z,123.72,USD,card_charge,ACC-5512,MERCH-STRIPE,payment-gateway,False,,
tx-e4abecb847,2026-07-20T02:41:13Z,802.84,USD,ach_payment,ACC-4480,ACC-5512,order-service,False,,
tx-fd1528850a,2026-07-20T02:45:14Z,1045.04,USD,ach_payment,ACC-4480,EXT-US-883,payment-service,False,,
tx-49aecc8e51,2026-07-20T02:47:58Z,795.3,USD,wire_transfer,ACC-8834,MERCH-STRIPE,order-service,False,,
tx-a595621cc2,2026-07-20T02:50:12Z,1159.13,USD,ach_payment,ACC-3354,MERCH-SHOPIFY,order-service,False,,
tx-8eb8e18001,2026-07-20T02:53:27Z,1024.56,USD,wire_transfer,ACC-0042,ACC-6673,payment-service,False,,
tx-a36cac7884,2026-07-20T02:56:06Z,808.48,USD,refund,ACC-4480,ACC-7701,order-service,False,,
tx-c4a22abbbf,2026-07-20T02:59:48Z,10927.69,USD,crypto_withdrawal,ACC-6673,MERCH-PAYPAL,payment-gateway,True,fraud,
tx-40df0a9755,2026-07-20T03:02:25Z,433.38,USD,refund,ACC-1187,ACC-8834,payment-service,False,,
tx-8c3e6e8495,2026-07-20T03:04:30Z,783.24,USD,p2p_transfer,ACC-2291,ACC-1187,order-service,False,,
tx-333cf2343e,2026-07-20T03:07:23Z,506.64,USD,wire_transfer,ACC-2291,MERCH-PAYPAL,payment-gateway,False,,
tx-2123d65395,2026-07-20T03:09:43Z,470.03,USD,inter_account,ACC-4480,ACC-2291,order-service,False,,
tx-b5fd1a5d69,2026-07-20T03:13:12Z,124.84,USD,crypto_withdrawal,ACC-7701,ACC-1187,payment-service,False,,
tx-a70900bf9f,2026-07-20T03:16:23Z,992.05,USD,p2p_transfer,ACC-4480,EXT-EU-291,payment-service,False,,
tx-56c14eeec8,2026-07-20T03:18:31Z,310.04,USD,refund,ACC-1187,ACC-4480,order-service,False,,
tx-3c18ef5a87,2026-07-20T03:22:50Z,244.58,USD,p2p_transfer,ACC-6673,ACC-4480,payment-gateway,False,,
tx-7398e6599f,2026-07-20T03:24:40Z,953.09,USD,inter_account,ACC-4480,ACC-1187,payment-gateway,False,,
tx-38b069801b,2026-07-20T03:27:27Z,688.4,USD,card_charge,ACC-3354,MERCH-AMZN,payment-gateway,False,,
tx-3d68b8d0e4,2026-07-20T03:30:02Z,117.47,USD,card_charge,ACC-8834,ACC-0042,order-service,False,,
tx-d5484538cb,2026-07-20T03:32:24Z,930.92,USD,card_charge,ACC-2291,ACC-3354,payment-service,False,,
tx-f1f0e173e5,2026-07-20T03:35:49Z,131.14,USD,refund,ACC-7701,EXT-EU-291,payment-gateway,False,,
tx-1c56fe3b00,2026-07-20T03:37:41Z,343.14,USD,crypto_withdrawal,ACC-0042,ACC-8834,payment-service,False,,
tx-32f96f490a,2026-07-20T03:39:21Z,994.33,USD,card_charge,ACC-8834,EXT-EU-291,payment-gateway,False,,
tx-df7c82f569,2026-07-20T03:42:23Z,156.56,USD,p2p_transfer,ACC-7701,ACC-1187,order-service,False,,
tx-d7715ba06a,2026-07-20T03:44:46Z,358.69,USD,refund,ACC-5512,ACC-7701,payment-service,False,,
tx-fd46025fdb,2026-07-20T03:46:23Z,271.61,USD,ach_payment,ACC-7701,ACC-3354,order-service,False,,
tx-4f3535a72e,2026-07-20T03:48:06Z,886.64,USD,ach_payment,ACC-6673,ACC-5512,order-service,False,,
tx-fb516c0c38,2026-07-20T03:52:11Z,250.79,USD,p2p_transfer,ACC-5512,MERCH-AMZN,payment-gateway,False,,
tx-47d97e3070,2026-07-20T03:56:08Z,811.03,USD,refund,ACC-2291,MERCH-PAYPAL,order-service,False,,
tx-c098c27f02,2026-07-20T03:58:01Z,1102.98,USD,wire_transfer,ACC-4480,ACC-1187,payment-service,False,,
tx-e8abe27f95,2026-07-20T04:02:00Z,700.87,USD,refund,ACC-3354,MERCH-STRIPE,payment-service,False,,
tx-343797c501,2026-07-20T04:03:41Z,1095.77,USD,inter_account,ACC-6673,ACC-7701,order-service,False,,
tx-1552874aaf,2026-07-20T04:07:20Z,152.38,USD,crypto_withdrawal,ACC-7701,ACC-0042,order-service,False,,
tx-d320021f6a,2026-07-20T04:09:46Z,986.57,USD,ach_payment,ACC-0042,MERCH-AMZN,order-service,False,,
tx-2823de44f4,2026-07-20T04:12:34Z,197.9,USD,ach_payment,ACC-1187,ACC-8834,order-service,False,,
tx-2e52503500,2026-07-20T04:16:18Z,722.36,USD,inter_account,ACC-2291,ACC-7701,order-service,False,,
tx-e7e4aac432,2026-07-20T04:20:13Z,783.63,USD,inter_account,ACC-0042,MERCH-SHOPIFY,payment-service,False,,
tx-271e114e36,2026-07-20T04:24:08Z,432.4,USD,inter_account,ACC-9902,ACC-8834,payment-gateway,False,,
tx-17fda2bb22,2026-07-20T04:26:13Z,627.9,USD,card_charge,ACC-9902,ACC-1187,order-service,False,,
tx-45c77ffa2f,2026-07-20T04:30:03Z,768.63,USD,p2p_transfer,ACC-6673,EXT-APAC-47,order-service,False,,
tx-3fb78e1d36,2026-07-20T04:34:17Z,907.36,USD,p2p_transfer,ACC-6673,ACC-9902,order-service,False,,
tx-5ac5b31bb0,2026-07-20T04:38:16Z,1000.18,USD,crypto_withdrawal,ACC-8834,ACC-2291,order-service,False,,
tx-f3c0ce0563,2026-07-20T04:41:14Z,393.75,USD,crypto_withdrawal,ACC-5512,ACC-3354,order-service,False,,
tx-6fe0abe9c5,2026-07-20T04:43:55Z,292.17,USD,inter_account,ACC-7701,ACC-5512,payment-service,False,,
tx-5c5653ed57,2026-07-20T04:48:15Z,197.79,USD,refund,ACC-7701,ACC-5512,payment-service,False,,
tx-c3c7c56435,2026-07-20T04:52:13Z,160.41,USD,crypto_withdrawal,ACC-1187,EXT-APAC-47,order-service,False,,
tx-65b72c9074,2026-07-20T04:55:33Z,509.44,USD,refund,ACC-2291,EXT-LATAM-16,order-service,False,,
tx-edf16036e9,2026-07-20T04:58:33Z,232.7,USD,ach_payment,ACC-5512,ACC-8834,order-service,False,,
tx-d28fd3fd76,2026-07-20T05:01:40Z,323.49,USD,wire_transfer,ACC-5512,ACC-7701,payment-gateway,False,,
tx-32a530596b,2026-07-20T05:04:31Z,204.22,USD,ach_payment,ACC-7701,EXT-LATAM-16,order-service,False,,
tx-dbb2fd7360,2026-07-20T05:06:36Z,555.29,USD,inter_account,ACC-0042,EXT-APAC-47,payment-service,False,,
tx-ee801d6e00,2026-07-20T05:08:53Z,267.09,USD,p2p_transfer,ACC-1187,ACC-6673,payment-gateway,False,,
tx-0cc6047baa,2026-07-20T05:12:43Z,973.93,USD,refund,ACC-3354,EXT-EU-291,order-service,False,,
tx-a574064346,2026-07-20T05:16:16Z,365.28,USD,p2p_transfer,ACC-5512,ACC-9902,payment-gateway,False,,
tx-9f5a481905,2026-07-20T05:19:53Z,98.6,USD,wire_transfer,ACC-8834,ACC-5512,payment-service,False,,
tx-d313321bfb,2026-07-20T05:23:33Z,399.02,USD,refund,ACC-7701,EXT-APAC-47,order-service,False,,
tx-aa2e26758e,2026-07-20T05:26:17Z,307.46,USD,wire_transfer,ACC-1187,ACC-4480,payment-service,False,,
tx-189fd88181,2026-07-20T05:30:13Z,589.33,USD,inter_account,ACC-3354,ACC-0042,payment-service,False,,
tx-69affacade,2026-07-20T05:33:29Z,255.25,USD,card_charge,ACC-5512,ACC-6673,payment-service,False,,
tx-ffdcae313d,2026-07-20T05:35:04Z,383.79,USD,wire_transfer,ACC-4480,ACC-7701,order-service,False,,
tx-f73b51bdf5,2026-07-20T05:38:09Z,1019.97,USD,ach_payment,ACC-8834,ACC-9902,payment-gateway,False,,
tx-fce4067e57,2026-07-20T05:41:00Z,661.82,USD,wire_transfer,ACC-2291,ACC-0042,payment-gateway,False,,
tx-48cf8cac20,2026-07-20T05:44:47Z,370.14,USD,inter_account,ACC-2291,EXT-LATAM-16,payment-service,False,,
tx-7b8382dfc1,2026-07-20T05:48:24Z,1056.55,USD,card_charge,ACC-3354,MERCH-PAYPAL,payment-service,False,,
tx-9e883118f0,2026-07-20T05:51:57Z,866.54,USD,refund,ACC-6673,ACC-8834,payment-gateway,False,,
tx-412f9ba8d7,2026-07-20T05:55:57Z,763.96,USD,p2p_transfer,ACC-0042,MERCH-PAYPAL,payment-service,False,,
tx-af4a4acade,2026-07-20T05:58:37Z,463.64,USD,p2p_transfer,ACC-0042,ACC-9902,order-service,False,,
tx-b17d0a18cb,2026-07-20T06:02:32Z,302.86,USD,card_charge,ACC-7701,ACC-2291,payment-gateway,False,,
tx-3d38a24b5e,2026-07-20T06:04:42Z,167.89,USD,p2p_transfer,ACC-7701,ACC-8834,payment-gateway,False,,
tx-b1af4c676d,2026-07-20T06:07:59Z,346.13,USD,inter_account,ACC-4480,ACC-3354,payment-gateway,False,,
tx-24c4b4bd7e,2026-07-20T06:11:35Z,146.03,USD,refund,ACC-5512,EXT-APAC-47,payment-service,False,,
tx-93f6a9b102,2026-07-20T06:14:36Z,27303.71,USD,crypto_withdrawal,ACC-2291,EXT-APAC-47,order-service,True,fraud,
tx-466b9e2bcc,2026-07-20T06:18:22Z,15.46,USD,wire_transfer,ACC-6673,ACC-2291,payment-gateway,False,,
tx-ec03036bfd,2026-07-20T06:21:57Z,280.07,USD,refund,ACC-0042,ACC-8834,payment-gateway,False,,
tx-ec09b9b622,2026-07-20T06:24:22Z,301.29,USD,inter_account,ACC-5512,EXT-EU-291,payment-gateway,False,,
tx-1b73058cda,2026-07-20T06:28:18Z,642.09,USD,inter_account,ACC-7701,EXT-EU-291,payment-gateway,False,,
tx-5de0cab158,2026-07-20T06:32:16Z,348.92,USD,card_charge,ACC-7701,ACC-1187,order-service,False,,
tx-f0be2a72d1,2026-07-20T06:35:12Z,785.18,USD,p2p_transfer,ACC-3354,EXT-EU-291,payment-gateway,False,,
tx-5679fbace8,2026-07-20T06:38:05Z,109.13,USD,inter_account,ACC-9902,ACC-1187,payment-gateway,False,,
tx-31657973a2,2026-07-20T06:40:36Z,915.47,USD,card_charge,ACC-0042,ACC-6673,order-service,False,,
tx-473f9e4848,2026-07-20T06:43:21Z,136.42,USD,ach_payment,ACC-7701,EXT-EU-291,payment-service,False,,
tx-5fa4b3dfee,2026-07-20T06:45:31Z,660.46,USD,crypto_withdrawal,ACC-4480,ACC-8834,order-service,False,,
tx-7af5a00b0a,2026-07-20T06:47:02Z,1020.39,USD,ach_payment,ACC-8834,ACC-6673,order-service,False,,
tx-f99e03d48f,2026-07-20T06:50:17Z,790.58,USD,wire_transfer,ACC-8834,EXT-US-883,order-service,False,,
tx-63f3d5f007,2026-07-20T06:51:55Z,399.33,USD,refund,ACC-7701,ACC-8834,order-service,False,,
tx-002fd2d0b6,2026-07-20T06:53:32Z,439.33,USD,refund,ACC-3354,EXT-APAC-47,payment-service,False,,
tx-1c1259ec5a,2026-07-20T06:55:09Z,1072.13,USD,crypto_withdrawal,ACC-0042,ACC-4480,payment-service,False,,
tx-b8d675c594,2026-07-20T06:58:29Z,1191.84,USD,card_charge,ACC-2291,MERCH-STRIPE,order-service,False,,
tx-fa9acaf112,2026-07-20T07:00:52Z,324.33,USD,inter_account,ACC-7701,EXT-LATAM-16,payment-gateway,False,,
tx-9f77723c4a,2026-07-20T07:02:36Z,994.7,USD,crypto_withdrawal,ACC-8834,EXT-APAC-47,payment-service,False,,
tx-961d5fc1fc,2026-07-20T07:05:53Z,419.86,USD,card_charge,ACC-8834,MERCH-AMZN,order-service,False,,
tx-a559f038a9,2026-07-20T07:09:36Z,146.99,USD,p2p_transfer,ACC-5512,ACC-3354,order-service,False,,
tx-86ca50e2ca,2026-07-20T07:13:21Z,213.68,USD,crypto_withdrawal,ACC-0042,ACC-8834,payment-service,False,,
tx-6956f8c07a,2026-07-20T07:15:36Z,893.42,USD,card_charge,ACC-4480,ACC-7701,payment-gateway,False,,
tx-aebe80d530,2026-07-20T07:17:27Z,538.89,USD,wire_transfer,ACC-2291,EXT-LATAM-16,payment-gateway,False,,
tx-ee8ad71a90,2026-07-20T07:21:08Z,817.38,USD,refund,ACC-8834,ACC-5512,order-service,False,,
tx-687be27899,2026-07-20T07:22:44Z,488.9,USD,refund,ACC-9902,ACC-2291,payment-service,False,,
tx-1a0993b808,2026-07-20T07:24:36Z,187.44,USD,p2p_transfer,ACC-1187,ACC-2291,payment-gateway,False,,
tx-95c36a1db6,2026-07-20T07:28:04Z,261.25,USD,p2p_transfer,ACC-1187,EXT-APAC-47,payment-service,False,,
tx-f11dfbd16a,2026-07-20T07:30:41Z,645.36,USD,ach_payment,ACC-3354,ACC-4480,payment-service,False,,
tx-957c0c0fb8,2026-07-20T07:34:14Z,472.77,USD,wire_transfer,ACC-7701,ACC-2291,payment-service,False,,
tx-7fc4fe57a5,2026-07-20T07:37:09Z,179.38,USD,card_charge,ACC-0042,ACC-3354,payment-service,False,,
tx-ec46654a5f,2026-07-20T07:39:56Z,707.5,USD,refund,ACC-3354,ACC-1187,payment-gateway,False,,
tx-b1a198e389,2026-07-20T07:42:04Z,816.8,USD,p2p_transfer,ACC-9902,ACC-8834,payment-gateway,False,,
tx-468c6e0386,2026-07-20T07:44:13Z,226.56,USD,wire_transfer,ACC-9902,MERCH-STRIPE,payment-gateway,False,,
tx-5dd338f6c0,2026-07-20T07:48:02Z,237.6,USD,p2p_transfer,ACC-8834,MERCH-STRIPE,payment-service,False,,
tx-42d4a65d78,2026-07-20T07:52:06Z,164.97,USD,card_charge,ACC-1187,EXT-US-883,order-service,False,,
tx-6368d911f3,2026-07-20T07:54:43Z,239.32,USD,ach_payment,ACC-9902,ACC-4480,payment-service,False,,
tx-f2283ce785,2026-07-20T07:58:14Z,1032.14,USD,ach_payment,ACC-4480,ACC-5512,payment-gateway,False,,
tx-e3405f66e1,2026-07-20T08:00:19Z,1006.81,USD,p2p_transfer,ACC-6673,ACC-3354,payment-gateway,False,,
tx-b5d704783b,2026-07-20T08:04:03Z,301.83,USD,crypto_withdrawal,ACC-3354,ACC-4480,order-service,False,,
tx-a4600028f7,2026-07-20T08:07:30Z,227.96,USD,inter_account,ACC-5512,ACC-7701,payment-gateway,False,,
tx-bc3e6cc111,2026-07-20T08:11:22Z,875.05,USD,wire_transfer,ACC-0042,EXT-LATAM-16,payment-service,False,,
tx-c1609fa158,2026-07-20T08:14:47Z,196.33,USD,crypto_withdrawal,ACC-9902,ACC-8834,payment-service,False,,
tx-c33fb25ff4,2026-07-20T08:18:50Z,330.46,USD,inter_account,ACC-5512,EXT-US-883,order-service,False,,
tx-212ba27335,2026-07-20T08:22:59Z,679.09,USD,card_charge,ACC-0042,ACC-2291,payment-service,False,,
tx-c28c572184,2026-07-20T08:25:10Z,1100.41,USD,crypto_withdrawal,ACC-8834,EXT-EU-291,payment-gateway,False,,
tx-b2f4927b09,2026-07-20T08:29:21Z,6723.02,USD,crypto_withdrawal,ACC-1187,EXT-EU-291,payment-service,True,fraud,
tx-34ec1ee5ec,2026-07-20T08:32:55Z,207.04,USD,refund,ACC-5512,EXT-EU-291,payment-gateway,False,,
tx-8005642826,2026-07-20T08:35:25Z,623.94,USD,inter_account,ACC-6673,MERCH-PAYPAL,payment-gateway,False,,
tx-4790d06bf3,2026-07-20T08:37:06Z,694.21,USD,p2p_transfer,ACC-4480,ACC-3354,order-service,False,,
tx-fabca86bdc,2026-07-20T08:39:47Z,327.09,USD,card_charge,ACC-7701,ACC-6673,payment-service,False,,
tx-48d3d9f711,2026-07-20T08:41:49Z,1198.09,USD,wire_transfer,ACC-0042,ACC-2291,payment-service,False,,
tx-76c9a9b5b2,2026-07-20T08:43:26Z,187.85,USD,p2p_transfer,ACC-7701,EXT-US-883,payment-gateway,False,,
tx-b300423151,2026-07-20T08:45:08Z,464.3,USD,p2p_transfer,ACC-9902,ACC-3354,order-service,False,,
tx-2118b5c1d7,2026-07-20T08:47:00Z,221.23,USD,crypto_withdrawal,ACC-5512,ACC-6673,payment-gateway,False,,
tx-0025dcc1db,2026-07-20T08:49:51Z,261.83,USD,p2p_transfer,ACC-5512,EXT-EU-291,order-service,False,,
tx-2ec09b30ff,2026-07-20T08:54:10Z,1009.05,USD,card_charge,ACC-8834,EXT-APAC-47,payment-service,False,,
tx-4db7fb8af7,2026-07-20T08:58:01Z,326.86,USD,crypto_withdrawal,ACC-0042,EXT-US-883,order-service,False,,
tx-6a537eed79,2026-07-20T09:02:04Z,386.38,USD,crypto_withdrawal,ACC-3354,MERCH-SHOPIFY,payment-service,False,,
tx-eb963fe60f,2026-07-20T09:04:55Z,512.76,USD,crypto_withdrawal,ACC-9902,MERCH-SHOPIFY,payment-service,False,,
tx-0e431e395e,2026-07-20T09:06:59Z,39561.37,USD,wire_transfer,ACC-3354,MERCH-PAYPAL,payment-service,True,fraud,
tx-9bf19a1f9b,2026-07-20T09:10:37Z,220.09,USD,ach_payment,ACC-7701,MERCH-PAYPAL,payment-gateway,False,,
tx-2e03b2a258,2026-07-20T09:14:03Z,599.61,USD,wire_transfer,ACC-3354,ACC-5512,payment-service,False,,
tx-8b68669c21,2026-07-20T09:15:34Z,221.94,USD,inter_account,ACC-2291,ACC-7701,payment-service,False,,
tx-4e6e63532d,2026-07-20T09:18:51Z,1227.3,USD,card_charge,ACC-0042,MERCH-AMZN,payment-gateway,False,,
tx-3b4918196f,2026-07-20T09:20:37Z,137.43,USD,card_charge,ACC-1187,ACC-8834,payment-gateway,False,,
tx-1fded11a9d,2026-07-20T09:23:39Z,354.77,USD,refund,ACC-5512,ACC-8834,payment-gateway,False,,
tx-50c12a0f56,2026-07-20T09:25:47Z,215.74,USD,card_charge,ACC-7701,EXT-EU-291,payment-gateway,False,,
tx-5bdcb8d89a,2026-07-20T09:27:46Z,248.4,USD,p2p_transfer,ACC-5512,EXT-APAC-47,payment-gateway,False,,
tx-a882dc9399,2026-07-20T09:30:43Z,492.9,USD,refund,ACC-0042,EXT-APAC-47,order-service,False,,
tx-d93471d5f8,2026-07-20T09:34:30Z,779.64,USD,ach_payment,ACC-2291,EXT-LATAM-16,order-service,False,,
tx-f54add9b32,2026-07-20T09:36:30Z,408.69,USD,p2p_transfer,ACC-4480,EXT-LATAM-16,payment-service,False,,
tx-40efa16304,2026-07-20T09:38:53Z,232.32,USD,refund,ACC-5512,ACC-8834,payment-service,False,,
tx-bce46f8a1e,2026-07-20T09:42:21Z,519.72,USD,wire_transfer,ACC-2291,ACC-1187,payment-gateway,False,,
tx-32a11f58a7,2026-07-20T09:44:01Z,257.84,USD,wire_transfer,ACC-1187,MERCH-SHOPIFY,payment-gateway,False,,
tx-08a4c9af84,2026-07-20T09:45:39Z,338.16,USD,p2p_transfer,ACC-5512,MERCH-SHOPIFY,payment-service,False,,
tx-b7aed13f42,2026-07-20T09:48:02Z,175.8,USD,card_charge,ACC-1187,ACC-7701,payment-gateway,False,,
tx-8d3740379c,2026-07-20T09:50:51Z,442.05,USD,ach_payment,ACC-0042,EXT-APAC-47,payment-service,False,,
tx-58fa5bbd26,2026-07-20T09:52:42Z,1,USD,p2p_transfer,ACC-3354,MERCH-SHOPIFY,order-service,False,,
tx-fe259374ff,2026-07-20T09:56:21Z,617.95,USD,wire_transfer,ACC-6673,MERCH-SHOPIFY,payment-service,False,,
tx-efdda6b904,2026-07-20T09:58:27Z,455.15,USD,crypto_withdrawal,ACC-3354,EXT-US-883,order-service,False,,
tx-763946efef,2026-07-20T10:01:23Z,410.43,USD,wire_transfer,ACC-0042,ACC-2291,payment-gateway,False,,
tx-8091f8ca48,2026-07-20T10:03:48Z,296.28,USD,ach_payment,ACC-2291,EXT-EU-291,payment-gateway,False,,
tx-b77a142eeb,2026-07-20T10:06:19Z,241.9,USD,card_charge,ACC-1187,EXT-US-883,payment-gateway,False,,
tx-0115bb6b34,2026-07-20T10:07:56Z,943.04,USD,refund,ACC-6673,ACC-3354,payment-service,False,,
tx-86c3d52893,2026-07-20T10:12:14Z,711.96,USD,inter_account,ACC-0042,ACC-2291,payment-gateway,False,,
tx-9b33957f36,2026-07-20T10:14:11Z,571.05,USD,card_charge,ACC-6673,EXT-EU-291,payment-service,False,,
tx-b06f69f68d,2026-07-20T10:16:24Z,930.95,USD,inter_account,ACC-9902,ACC-1187,payment-service,False,,
tx-46ce92f439,2026-07-20T10:18:47Z,46.63,USD,wire_transfer,ACC-7701,MERCH-PAYPAL,order-service,False,,
tx-726a32e7d5,2026-07-20T10:22:47Z,160.01,USD,refund,ACC-1187,MERCH-AMZN,payment-service,False,,
tx-5f9fd943dc,2026-07-20T10:26:43Z,867.05,USD,wire_transfer,ACC-0042,ACC-8834,payment-gateway,False,,
tx-2b0442a978,2026-07-20T10:29:14Z,44.34,USD,card_charge,ACC-8834,ACC-1187,order-service,False,,
tx-f62be45e86,2026-07-20T10:33:16Z,216.74,USD,wire_transfer,ACC-1187,ACC-7701,payment-gateway,False,,
tx-1f1eded5ce,2026-07-20T10:37:23Z,1,USD,inter_account,ACC-6673,ACC-4480,payment-gateway,False,,
tx-6417617640,2026-07-20T10:41:24Z,981.94,USD,card_charge,ACC-8834,ACC-9902,payment-gateway,False,,
tx-572fc55653,2026-07-20T10:44:59Z,1095.57,USD,inter_account,ACC-8834,MERCH-SHOPIFY,payment-service,False,,
tx-6b50c3abe7,2026-07-20T10:47:59Z,296.93,USD,p2p_transfer,ACC-2291,ACC-4480,order-service,False,,
tx-31bd21867f,2026-07-20T10:51:21Z,1070.83,USD,refund,ACC-2291,ACC-4480,payment-gateway,False,,
tx-4eef8ef3ef,2026-07-20T10:54:01Z,310.04,USD,p2p_transfer,ACC-8834,EXT-LATAM-16,payment-service,False,,
tx-b7386d6f81,2026-07-20T10:57:49Z,253.52,USD,ach_payment,ACC-1187,ACC-6673,payment-service,False,,
tx-cf08c8ef16,2026-07-20T10:59:51Z,269.37,USD,crypto_withdrawal,ACC-7701,ACC-2291,order-service,False,,
